corpusid,authors,publicationvenueid,year
247978207,"[{'authorId': '2146238535', 'url': 'https://www.semanticscholar.org/author/2146238535', 'name': 'Q. Li', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 0, 'hIndex': 0}, {'authorId': '4100894', 'url': 'https://www.semanticscholar.org/author/4100894', 'name': 'S. Hao', 'affiliations': [], 'homepage': None, 'paperCount': 64, 'citationCount': 627, 'hIndex': 15}, {'authorId': '2113571746', 'url': 'https://www.semanticscholar.org/author/2113571746', 'name': 'T. Cheng', 'affiliations': [], 'homepage': None, 'paperCount': 5, 'citationCount': 94, 'hIndex': 3}]",,2022
245262544,"[{'authorId': '2097218906', 'url': 'https://www.semanticscholar.org/author/2097218906', 'name': 'P. Plunger', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 33, 'hIndex': 3}, {'authorId': '151111457', 'url': 'https://www.semanticscholar.org/author/151111457', 'name': 'Magdalena Eitenberger', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 3, 'hIndex': 1}, {'authorId': '2089595555', 'url': 'https://www.semanticscholar.org/author/2089595555', 'name': 'M. Kletečka-Pulker', 'affiliations': [], 'homepage': None, 'paperCount': 43, 'citationCount': 279, 'hIndex': 10}, {'authorId': '2060326839', 'url': 'https://www.semanticscholar.org/author/2060326839', 'name': 'Thomas Wochele-Thoma', 'affiliations': [], 'homepage': None, 'paperCount': 9, 'citationCount': 27, 'hIndex': 4}, {'authorId': '1996026850', 'url': 'https://www.semanticscholar.org/author/1996026850', 'name': 'E. Klager', 'affiliations': [], 'homepage': None, 'paperCount': 31, 'citationCount': 212, 'hIndex': 7}, {'authorId': '2145935944', 'url': 'https://www.semanticscholar.org/author/2145935944', 'name': 'A. Ruf', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 3, 'hIndex': 1}, {'authorId': '1700680627', 'url': 'https://www.semanticscholar.org/author/1700680627', 'name': 'F. Eibensteiner', 'affiliations': [], 'homepage': None, 'paperCount': 44, 'citationCount': 271, 'hIndex': 10}]",ab792168-6485-4119-b7fe-921f9f841a72,2021
203146651,"[{'authorId': '1753886', 'url': 'https://www.semanticscholar.org/author/1753886', 'name': 'Ebtsam Adel', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 187, 'hIndex': 6}, {'authorId': '1412328163', 'url': 'https://www.semanticscholar.org/author/1412328163', 'name': 'Shaker El-Sappagh', 'affiliations': [], 'homepage': 'https://www.gu.edu.eg/academic-staff/computer-sciences-engineering-staff/shaker-el-sappagh/', 'paperCount': 111, 'citationCount': 2052, 'hIndex': 23}, {'authorId': '13655713', 'url': 'https://www.semanticscholar.org/author/13655713', 'name': 'Mohammed M Elmogy', 'affiliations': ['Faculty of Computers and Information, Mansoura University, Egypt'], 'homepage': 'https://www.researchgate.net/profile/Mohammed_Elmogy', 'paperCount': 134, 'citationCount': 1710, 'hIndex': 18}, {'authorId': '66018023', 'url': 'https://www.semanticscholar.org/author/66018023', 'name': 'S. Barakat', 'affiliations': [], 'homepage': None, 'paperCount': 57, 'citationCount': 455, 'hIndex': 11}, {'authorId': '2065578072', 'url': 'https://www.semanticscholar.org/author/2065578072', 'name': 'K. Kwak', 'affiliations': [], 'homepage': None, 'paperCount': 67, 'citationCount': 1700, 'hIndex': 21}]",01c93b25-c79d-47c7-8eb6-79ac1e1d685f,2019
118090602,"[{'authorId': '49836121', 'url': 'https://www.semanticscholar.org/author/49836121', 'name': 'C. Hempel', 'affiliations': [], 'homepage': None, 'paperCount': 206, 'citationCount': 12416, 'hIndex': 31}]",638d1b1c-6c05-4b65-aa2e-ace42ee26e95,1937
88851991,"[{'authorId': '48100190', 'url': 'https://www.semanticscholar.org/author/48100190', 'name': 'R. Kennamer', 'affiliations': [], 'homepage': None, 'paperCount': 55, 'citationCount': 1092, 'hIndex': 18}, {'authorId': '145986694', 'url': 'https://www.semanticscholar.org/author/145986694', 'name': 'G. R. Hepp', 'affiliations': [], 'homepage': None, 'paperCount': 75, 'citationCount': 2475, 'hIndex': 28}, {'authorId': '2055187030', 'url': 'https://www.semanticscholar.org/author/2055187030', 'name': 'Bradley W. Alexander', 'affiliations': [], 'homepage': None, 'paperCount': 3, 'citationCount': 28, 'hIndex': 3}]",9bdb673f-49a2-4f38-b2fc-618ea577a4ad,2016
10259438,"[{'authorId': '5736220', 'url': 'https://www.semanticscholar.org/author/5736220', 'name': 'Leili Aghebati Maleki', 'affiliations': [], 'homepage': None, 'paperCount': 21, 'citationCount': 314, 'hIndex': 9}, {'authorId': '4123474', 'url': 'https://www.semanticscholar.org/author/4123474', 'name': 'B. Baradaran', 'affiliations': [], 'homepage': None, 'paperCount': 749, 'citationCount': 15231, 'hIndex': 56}, {'authorId': '5373138', 'url': 'https://www.semanticscholar.org/author/5373138', 'name': 'J. Abdolalizadeh', 'affiliations': [], 'homepage': None, 'paperCount': 92, 'citationCount': 1129, 'hIndex': 18}, {'authorId': '5402740', 'url': 'https://www.semanticscholar.org/author/5402740', 'name': 'Fatemeh Ezzatifar', 'affiliations': [], 'homepage': None, 'paperCount': 24, 'citationCount': 276, 'hIndex': 9}, {'authorId': '5306690', 'url': 'https://www.semanticscholar.org/author/5306690', 'name': 'J. Majidi', 'affiliations': [], 'homepage': None, 'paperCount': 148, 'citationCount': 1834, 'hIndex': 23}]",185d0b79-ac59-4503-bb30-14fca2190fc0,2013
31481304,"[{'authorId': '11999216', 'url': 'https://www.semanticscholar.org/author/11999216', 'name': 'O. Kusá', 'affiliations': [], 'homepage': None, 'paperCount': 26, 'citationCount': 2, 'hIndex': 1}]",7831aec9-5840-4369-b43c-ed24bccb6fdf,1971
159359677,"[{'authorId': '74707950', 'url': 'https://www.semanticscholar.org/author/74707950', 'name': 'Anca Tamaș', 'affiliations': [], 'homepage': None, 'paperCount': 21, 'citationCount': 40, 'hIndex': 4}]",136c8b3d-48ba-4a61-bcd1-f04045312cd3,2018
248007137,"[{'authorId': '17357405', 'url': 'https://www.semanticscholar.org/author/17357405', 'name': 'Theo Zschörnig', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 44, 'hIndex': 4}, {'authorId': '1573666868', 'url': 'https://www.semanticscholar.org/author/1573666868', 'name': 'Jonah Windolph', 'affiliations': [], 'homepage': None, 'paperCount': 5, 'citationCount': 8, 'hIndex': 2}, {'authorId': '34818925', 'url': 'https://www.semanticscholar.org/author/34818925', 'name': 'Robert Wehlitz', 'affiliations': [], 'homepage': None, 'paperCount': 16, 'citationCount': 55, 'hIndex': 4}, {'authorId': '2161666337', 'url': 'https://www.semanticscholar.org/author/2161666337', 'name': 'Yann Dumont', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 0, 'hIndex': 0}, {'authorId': '2699606', 'url': 'https://www.semanticscholar.org/author/2699606', 'name': 'Bogdan Franczyk', 'affiliations': [], 'homepage': None, 'paperCount': 124, 'citationCount': 721, 'hIndex': 14}]",7a7dc89b-e1a6-44df-a496-46c330a87840,2022
228090999,"[{'authorId': '2086127835', 'url': 'https://www.semanticscholar.org/author/2086127835', 'name': 'Julien Boissy', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 0, 'hIndex': 0}, {'authorId': '1761558', 'url': 'https://www.semanticscholar.org/author/1761558', 'name': 'J. Giovannelli', 'affiliations': [], 'homepage': None, 'paperCount': 100, 'citationCount': 989, 'hIndex': 15}, {'authorId': '3356784', 'url': 'https://www.semanticscholar.org/author/3356784', 'name': 'P. Minvielle', 'affiliations': [], 'homepage': None, 'paperCount': 34, 'citationCount': 209, 'hIndex': 7}]",d5da7004-7b61-450a-9c7d-a39500de7acf,2020
204974622,"[{'authorId': '4938748', 'url': 'https://www.semanticscholar.org/author/4938748', 'name': 'Y. Okita', 'affiliations': [], 'homepage': None, 'paperCount': 631, 'citationCount': 10127, 'hIndex': 49}]",b8b7ca92-baf8-4895-ab4d-2ff0754c865e,2019
37706008,"[{'authorId': '3038962', 'url': 'https://www.semanticscholar.org/author/3038962', 'name': 'W. Gleason', 'affiliations': [], 'homepage': None, 'paperCount': 55, 'citationCount': 669, 'hIndex': 16}]",ad2ae6f7-53e8-442e-900a-bd9ab7ff3865,1987
35391003,"[{'authorId': '1411668854', 'url': 'https://www.semanticscholar.org/author/1411668854', 'name': 'V. Bhatt-Mehta', 'affiliations': [], 'homepage': None, 'paperCount': 92, 'citationCount': 1303, 'hIndex': 22}]",2f6dc6c9-f90a-4dfe-8a86-3949bc86aea2,1996
193005665,"[{'authorId': '94840396', 'url': 'https://www.semanticscholar.org/author/94840396', 'name': 'L. B. Holland', 'affiliations': [], 'homepage': None, 'paperCount': 28, 'citationCount': 152, 'hIndex': 5}]",4c9bb7e5-0c3b-4021-87ba-7c49a56f9d5b,1953
244179662,"[{'authorId': '1450256609', 'url': 'https://www.semanticscholar.org/author/1450256609', 'name': 'V. Aavitsland', 'affiliations': [], 'homepage': None, 'paperCount': 3, 'citationCount': 1, 'hIndex': 1}]",8de99deb-a336-474f-bec3-8b50f6e9e581,2021
51697813,"[{'authorId': '39949177', 'url': 'https://www.semanticscholar.org/author/39949177', 'name': 'Kotaro T. Yamamoto', 'affiliations': [], 'homepage': None, 'paperCount': 89, 'citationCount': 3468, 'hIndex': 28}, {'authorId': '47675413', 'url': 'https://www.semanticscholar.org/author/47675413', 'name': 'M. Watahiki', 'affiliations': [], 'homepage': None, 'paperCount': 34, 'citationCount': 1749, 'hIndex': 15}, {'authorId': '48423498', 'url': 'https://www.semanticscholar.org/author/48423498', 'name': 'Jun Matsuzaki', 'affiliations': [], 'homepage': None, 'paperCount': 13, 'citationCount': 150, 'hIndex': 6}, {'authorId': '6321066', 'url': 'https://www.semanticscholar.org/author/6321066', 'name': 'S. Satoh', 'affiliations': [], 'homepage': None, 'paperCount': 29, 'citationCount': 1079, 'hIndex': 12}, {'authorId': '30491210', 'url': 'https://www.semanticscholar.org/author/30491210', 'name': 'Hisayo Shimizu', 'affiliations': [], 'homepage': None, 'paperCount': 21, 'citationCount': 317, 'hIndex': 7}]",c2d2f226-917d-4d4a-8e15-193125d1da93,2018
221841602,"[{'authorId': '12831473', 'url': 'https://www.semanticscholar.org/author/12831473', 'name': 'S. Alimena', 'affiliations': [], 'homepage': None, 'paperCount': 31, 'citationCount': 86, 'hIndex': 5}, {'authorId': '1420666438', 'url': 'https://www.semanticscholar.org/author/1420666438', 'name': 'B. Manning-Geist', 'affiliations': [], 'homepage': None, 'paperCount': 68, 'citationCount': 170, 'hIndex': 8}, {'authorId': '145131101', 'url': 'https://www.semanticscholar.org/author/145131101', 'name': 'N. Pena', 'affiliations': [], 'homepage': None, 'paperCount': 6, 'citationCount': 73, 'hIndex': 3}, {'authorId': '5775024', 'url': 'https://www.semanticscholar.org/author/5775024', 'name': 'A. Vitonis', 'affiliations': [], 'homepage': None, 'paperCount': 227, 'citationCount': 9292, 'hIndex': 48}, {'authorId': '144904917', 'url': 'https://www.semanticscholar.org/author/144904917', 'name': 'S. Feldman', 'affiliations': [], 'homepage': None, 'paperCount': 136, 'citationCount': 2203, 'hIndex': 24}]",b9047042-f0bc-462d-bb5a-8ed2de73e550,2020
208417758,"[{'authorId': '1949364086', 'url': 'https://www.semanticscholar.org/author/1949364086', 'name': 'L. de Jong‐Speksnijder', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 1, 'hIndex': 1}, {'authorId': '2107375051', 'url': 'https://www.semanticscholar.org/author/2107375051', 'name': 'M. Schmidt', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 58, 'hIndex': 2}, {'authorId': '46262522', 'url': 'https://www.semanticscholar.org/author/46262522', 'name': 'J. D. de Leeuw', 'affiliations': [], 'homepage': None, 'paperCount': 67, 'citationCount': 4109, 'hIndex': 31}, {'authorId': '2228138', 'url': 'https://www.semanticscholar.org/author/2228138', 'name': 'D. Oom', 'affiliations': [], 'homepage': None, 'paperCount': 28, 'citationCount': 367, 'hIndex': 12}, {'authorId': '6902292', 'url': 'https://www.semanticscholar.org/author/6902292', 'name': 'A. Steensma', 'affiliations': [], 'homepage': None, 'paperCount': 50, 'citationCount': 1201, 'hIndex': 17}]",30a3516f-33cf-46d0-bd04-26474fc49522,2019
138590342,"[{'authorId': '11512179', 'url': 'https://www.semanticscholar.org/author/11512179', 'name': 'Robert Bublak', 'affiliations': [], 'homepage': None, 'paperCount': 1374, 'citationCount': 24, 'hIndex': 2}]",e79ee26a-0c8c-47bf-b4a2-ecd55c5935a3,2016
148830796,"[{'authorId': '116191161', 'url': 'https://www.semanticscholar.org/author/116191161', 'name': 'Nana Kristiawan', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 2, 'hIndex': 1}]",2cb0a7e6-506a-45c3-9eeb-09ce5d0415d9,2018
145015296,"[{'authorId': '145226040', 'url': 'https://www.semanticscholar.org/author/145226040', 'name': 'James Bjork', 'affiliations': [], 'homepage': None, 'paperCount': 51, 'citationCount': 186, 'hIndex': 5}]",3602650f-9fe5-4078-9a5f-d8c95032a34a,2014
108442084,"[{'authorId': '48846049', 'url': 'https://www.semanticscholar.org/author/48846049', 'name': 'M. Mayberry', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 31, 'hIndex': 3}]",,2013
106409833,"[{'authorId': '40454145', 'url': 'https://www.semanticscholar.org/author/40454145', 'name': 'J. Uy', 'affiliations': [], 'homepage': None, 'paperCount': 11, 'citationCount': 123, 'hIndex': 4}, {'authorId': '48832384', 'url': 'https://www.semanticscholar.org/author/48832384', 'name': 'D. Goldenberg', 'affiliations': [], 'homepage': None, 'paperCount': 20, 'citationCount': 1070, 'hIndex': 13}, {'authorId': '143628624', 'url': 'https://www.semanticscholar.org/author/143628624', 'name': 'Sarah M. Tashjian', 'affiliations': [], 'homepage': None, 'paperCount': 47, 'citationCount': 801, 'hIndex': 13}, {'authorId': '49184152', 'url': 'https://www.semanticscholar.org/author/49184152', 'name': 'Kathy T. Do', 'affiliations': [], 'homepage': None, 'paperCount': 19, 'citationCount': 314, 'hIndex': 9}, {'authorId': '2104514', 'url': 'https://www.semanticscholar.org/author/2104514', 'name': 'A. Galván', 'affiliations': [], 'homepage': None, 'paperCount': 216, 'citationCount': 15409, 'hIndex': 56}]",9d4d5a77-8e41-4e91-bd4a-d55553fcc957,2019
155184901,"[{'authorId': '104324429', 'url': 'https://www.semanticscholar.org/author/104324429', 'name': 'Kjeld Erik Brødsgaard', 'affiliations': [], 'homepage': None, 'paperCount': 118, 'citationCount': 876, 'hIndex': 16}]",991d321a-61b6-4c0e-92a9-afe4b2f68264,2012
40700757,"[{'authorId': '2486364', 'url': 'https://www.semanticscholar.org/author/2486364', 'name': 'A. Silverstein', 'affiliations': [], 'homepage': None, 'paperCount': 228, 'citationCount': 2952, 'hIndex': 27}]",0ce045cd-d837-4b80-98f4-715483fc1962,1979
41093275,"[{'authorId': '1420111315', 'url': 'https://www.semanticscholar.org/author/1420111315', 'name': 'E. Howe', 'affiliations': [], 'homepage': None, 'paperCount': 197, 'citationCount': 605, 'hIndex': 13}]",8c23a1c5-cdf7-4cc9-94ff-287aaed63749,2015
52930263,"[{'authorId': '13536361', 'url': 'https://www.semanticscholar.org/author/13536361', 'name': 'E. Friedman', 'affiliations': [], 'homepage': None, 'paperCount': 36, 'citationCount': 438, 'hIndex': 8}, {'authorId': '144392961', 'url': 'https://www.semanticscholar.org/author/144392961', 'name': 'M. Moncrieff', 'affiliations': [], 'homepage': None, 'paperCount': 128, 'citationCount': 5757, 'hIndex': 27}, {'authorId': '36376235', 'url': 'https://www.semanticscholar.org/author/36376235', 'name': 'S. Lo', 'affiliations': [], 'homepage': None, 'paperCount': 200, 'citationCount': 4185, 'hIndex': 31}, {'authorId': '4367152', 'url': 'https://www.semanticscholar.org/author/4367152', 'name': 'R. Scolyer', 'affiliations': [], 'homepage': None, 'paperCount': 987, 'citationCount': 45338, 'hIndex': 105}, {'authorId': '1975810096', 'url': 'https://www.semanticscholar.org/author/1975810096', 'name': 'J. Thompson', 'affiliations': [], 'homepage': None, 'paperCount': 793, 'citationCount': 39419, 'hIndex': 89}]",8f6e0f68-be8a-4ba7-9f7f-b17fc432f478,2018
43193019,"[{'authorId': '50376502', 'url': 'https://www.semanticscholar.org/author/50376502', 'name': 'M. Ignatenko', 'affiliations': [], 'homepage': None, 'paperCount': 44, 'citationCount': 1638, 'hIndex': 9}]",1bce206e-68bb-4431-9d27-9d8a5072005f,1987
33450665,"[{'authorId': '10739329', 'url': 'https://www.semanticscholar.org/author/10739329', 'name': 'A. Rahimian', 'affiliations': [], 'homepage': None, 'paperCount': 39, 'citationCount': 242, 'hIndex': 8}]",19c9d8a8-b9f5-4275-a286-b15c3cb80469,2011
33335776,"[{'authorId': '8407239', 'url': 'https://www.semanticscholar.org/author/8407239', 'name': 'S. Wharam', 'affiliations': [], 'homepage': None, 'paperCount': 13, 'citationCount': 317, 'hIndex': 8}, {'authorId': '48221365', 'url': 'https://www.semanticscholar.org/author/48221365', 'name': 'V. Mulholland', 'affiliations': [], 'homepage': None, 'paperCount': 28, 'citationCount': 653, 'hIndex': 12}, {'authorId': '5296690', 'url': 'https://www.semanticscholar.org/author/5296690', 'name': 'G. Salmond', 'affiliations': [], 'homepage': None, 'paperCount': 271, 'citationCount': 20117, 'hIndex': 70}]",4f4377a9-e0af-4ede-bb09-a02f662d27a9,2005
43674476,"[{'authorId': '152120625', 'url': 'https://www.semanticscholar.org/author/152120625', 'name': 'I. S. Malkov', 'affiliations': [], 'homepage': None, 'paperCount': 42, 'citationCount': 51, 'hIndex': 3}, {'authorId': '12810272', 'url': 'https://www.semanticscholar.org/author/12810272', 'name': 'R. S. Shaimardanov', 'affiliations': [], 'homepage': None, 'paperCount': 22, 'citationCount': 7, 'hIndex': 1}, {'authorId': '52090480', 'url': 'https://www.semanticscholar.org/author/52090480', 'name': 'A. M. Zainutdinov', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 5, 'hIndex': 1}, {'authorId': '2087181478', 'url': 'https://www.semanticscholar.org/author/2087181478', 'name': ""V. N. Birial'tsev"", 'affiliations': [], 'homepage': None, 'paperCount': 11, 'citationCount': 3, 'hIndex': 1}, {'authorId': '14635321', 'url': 'https://www.semanticscholar.org/author/14635321', 'name': 'N. I. Lustina', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 0, 'hIndex': 0}]",f554e418-c500-4d29-9479-d813026a6cae,2002
37107474,"[{'authorId': '3585824', 'url': 'https://www.semanticscholar.org/author/3585824', 'name': 'D. Veber', 'affiliations': [], 'homepage': None, 'paperCount': 231, 'citationCount': 12590, 'hIndex': 47}]",a8009bad-664b-465f-9fc2-8656bc637bc4,2009
208476742,"[{'authorId': '3790318', 'url': 'https://www.semanticscholar.org/author/3790318', 'name': 'S. Giridharan', 'affiliations': [], 'homepage': None, 'paperCount': 38, 'citationCount': 173, 'hIndex': 6}, {'authorId': '12735126', 'url': 'https://www.semanticscholar.org/author/12735126', 'name': 'A. Jegannathen', 'affiliations': [], 'homepage': None, 'paperCount': 40, 'citationCount': 267, 'hIndex': 6}, {'authorId': '49664454', 'url': 'https://www.semanticscholar.org/author/49664454', 'name': 'S. Vengalil', 'affiliations': [], 'homepage': None, 'paperCount': 15, 'citationCount': 178, 'hIndex': 6}, {'authorId': '11391997', 'url': 'https://www.semanticscholar.org/author/11391997', 'name': 'S. Gilani', 'affiliations': [], 'homepage': None, 'paperCount': 20, 'citationCount': 24, 'hIndex': 3}, {'authorId': '12530826', 'url': 'https://www.semanticscholar.org/author/12530826', 'name': 'H. Weli', 'affiliations': [], 'homepage': None, 'paperCount': 6, 'citationCount': 11, 'hIndex': 2}]",607fb06f-dfb3-4bbf-9815-ffde1115a105,2019
40916087,"[{'authorId': '2355669', 'url': 'https://www.semanticscholar.org/author/2355669', 'name': 'J. Sachs', 'affiliations': [], 'homepage': None, 'paperCount': 827, 'citationCount': 76275, 'hIndex': 111}]",fb27311b-7236-4828-ac26-ffbf0eec5dc8,2009
45088525,"[{'authorId': '9942880', 'url': 'https://www.semanticscholar.org/author/9942880', 'name': 'P. Smartt', 'affiliations': [], 'homepage': None, 'paperCount': 14, 'citationCount': 153, 'hIndex': 7}]",,2004
7642851,"[{'authorId': '20787984', 'url': 'https://www.semanticscholar.org/author/20787984', 'name': 'S. Nicolson', 'affiliations': [], 'homepage': None, 'paperCount': 42, 'citationCount': 2202, 'hIndex': 22}, {'authorId': '2298972', 'url': 'https://www.semanticscholar.org/author/2298972', 'name': 'E. Laskin', 'affiliations': [], 'homepage': None, 'paperCount': 34, 'citationCount': 1121, 'hIndex': 16}, {'authorId': '2650807', 'url': 'https://www.semanticscholar.org/author/2650807', 'name': 'M. Khanpour', 'affiliations': [], 'homepage': None, 'paperCount': 18, 'citationCount': 583, 'hIndex': 12}, {'authorId': '49520927', 'url': 'https://www.semanticscholar.org/author/49520927', 'name': 'R. Aroca', 'affiliations': [], 'homepage': None, 'paperCount': 32, 'citationCount': 1044, 'hIndex': 16}, {'authorId': '47853406', 'url': 'https://www.semanticscholar.org/author/47853406', 'name': 'A. Tomkins', 'affiliations': [], 'homepage': None, 'paperCount': 32, 'citationCount': 1296, 'hIndex': 19}, {'authorId': '120634484', 'url': 'https://www.semanticscholar.org/author/120634484', 'name': 'K. Yau', 'affiliations': [], 'homepage': None, 'paperCount': 31, 'citationCount': 1686, 'hIndex': 18}, {'authorId': '2097221', 'url': 'https://www.semanticscholar.org/author/2097221', 'name': 'P. Chevalier', 'affiliations': [], 'homepage': None, 'paperCount': 202, 'citationCount': 3439, 'hIndex': 34}, {'authorId': '48639150', 'url': 'https://www.semanticscholar.org/author/48639150', 'name': 'P. Garcia', 'affiliations': [], 'homepage': None, 'paperCount': 36, 'citationCount': 964, 'hIndex': 15}, {'authorId': '2524810', 'url': 'https://www.semanticscholar.org/author/2524810', 'name': 'A. Chantre', 'affiliations': [], 'homepage': None, 'paperCount': 221, 'citationCount': 4032, 'hIndex': 31}, {'authorId': '3258624', 'url': 'https://www.semanticscholar.org/author/3258624', 'name': 'B. Sautreuil', 'affiliations': [], 'homepage': None, 'paperCount': 29, 'citationCount': 1066, 'hIndex': 17}, {'authorId': '34949769', 'url': 'https://www.semanticscholar.org/author/34949769', 'name': 'S. Voinigescu', 'affiliations': [], 'homepage': None, 'paperCount': 259, 'citationCount': 7074, 'hIndex': 44}]",,2007
18750936,"[{'authorId': '31814634', 'url': 'https://www.semanticscholar.org/author/31814634', 'name': 'B. Rapoport', 'affiliations': [], 'homepage': None, 'paperCount': 254, 'citationCount': 8354, 'hIndex': 37}]",0cb93666-8c83-4aa0-8b3a-ff24f0c4b9fc,2017
11776200,"[{'authorId': '145788331', 'url': 'https://www.semanticscholar.org/author/145788331', 'name': 'Farhad Farokhi', 'affiliations': [], 'homepage': None, 'paperCount': 76, 'citationCount': 872, 'hIndex': 16}, {'authorId': '2770825', 'url': 'https://www.semanticscholar.org/author/2770825', 'name': 'Cédric Langbort', 'affiliations': [], 'homepage': None, 'paperCount': 151, 'citationCount': 3008, 'hIndex': 26}, {'authorId': '1679177', 'url': 'https://www.semanticscholar.org/author/1679177', 'name': 'K. Johansson', 'affiliations': [], 'homepage': None, 'paperCount': 1064, 'citationCount': 35258, 'hIndex': 87}]",d64970b5-c111-42a8-aef4-66705a3b73dd,2011
29525208,"[{'authorId': '5565260', 'url': 'https://www.semanticscholar.org/author/5565260', 'name': 'V. Migunov', 'affiliations': [], 'homepage': None, 'paperCount': 31, 'citationCount': 3, 'hIndex': 1}, {'authorId': '12559274', 'url': 'https://www.semanticscholar.org/author/12559274', 'name': 'I. M. Pozina', 'affiliations': [], 'homepage': None, 'paperCount': 26, 'citationCount': 1, 'hIndex': 1}, {'authorId': '9441450', 'url': 'https://www.semanticscholar.org/author/9441450', 'name': 'L. V. Minakova', 'affiliations': [], 'homepage': None, 'paperCount': 27, 'citationCount': 2, 'hIndex': 1}, {'authorId': '48385796', 'url': 'https://www.semanticscholar.org/author/48385796', 'name': 'P. G. Prokopenko', 'affiliations': [], 'homepage': None, 'paperCount': 42, 'citationCount': 95, 'hIndex': 4}, {'authorId': '12375188', 'url': 'https://www.semanticscholar.org/author/12375188', 'name': 'I. S. Tatarinov', 'affiliations': [], 'homepage': None, 'paperCount': 135, 'citationCount': 113, 'hIndex': 4}]",b2fd8f55-bf84-45e9-8845-a6ea0d69b310,1983
32242144,"[{'authorId': '2093381679', 'url': 'https://www.semanticscholar.org/author/2093381679', 'name': 'M. Velepic', 'affiliations': [], 'homepage': None, 'paperCount': 25, 'citationCount': 277, 'hIndex': 7}, {'authorId': '46412281', 'url': 'https://www.semanticscholar.org/author/46412281', 'name': 'M. Bonifacic', 'affiliations': [], 'homepage': None, 'paperCount': 6, 'citationCount': 106, 'hIndex': 4}, {'authorId': '8698916', 'url': 'https://www.semanticscholar.org/author/8698916', 'name': 'I. Lustica', 'affiliations': [], 'homepage': None, 'paperCount': 6, 'citationCount': 23, 'hIndex': 4}, {'authorId': '48983560', 'url': 'https://www.semanticscholar.org/author/48983560', 'name': 'A. Sasso', 'affiliations': [], 'homepage': None, 'paperCount': 32, 'citationCount': 111, 'hIndex': 6}, {'authorId': '3762875', 'url': 'https://www.semanticscholar.org/author/3762875', 'name': 'N. Cvjetković', 'affiliations': [], 'homepage': None, 'paperCount': 13, 'citationCount': 33, 'hIndex': 4}]",7b7c2393-3374-4ff0-9dd6-a33e45f01927,1999
9255575,"[{'authorId': '50664404', 'url': 'https://www.semanticscholar.org/author/50664404', 'name': 'J. Romanova', 'affiliations': [], 'homepage': None, 'paperCount': 83, 'citationCount': 2055, 'hIndex': 24}]",39da5af4-7f26-4cc8-8363-968068328ded,2006
21958345,"[{'authorId': '3876119', 'url': 'https://www.semanticscholar.org/author/3876119', 'name': 'P. Chrenek', 'affiliations': [], 'homepage': None, 'paperCount': 225, 'citationCount': 2293, 'hIndex': 24}, {'authorId': '2163209', 'url': 'https://www.semanticscholar.org/author/2163209', 'name': 'M. Bauer', 'affiliations': [], 'homepage': None, 'paperCount': 37, 'citationCount': 396, 'hIndex': 12}, {'authorId': '4924503', 'url': 'https://www.semanticscholar.org/author/4924503', 'name': 'A. Makarevich', 'affiliations': [], 'homepage': None, 'paperCount': 168, 'citationCount': 1826, 'hIndex': 25}]",0c74341d-dff9-455e-a401-8950f0826867,2010
226568673,"[{'authorId': '2119304040', 'url': 'https://www.semanticscholar.org/author/2119304040', 'name': 'Shoufei Han', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 28, 'hIndex': 4}, {'authorId': '11052451', 'url': 'https://www.semanticscholar.org/author/11052451', 'name': 'K. Zhu', 'affiliations': [], 'homepage': None, 'paperCount': 97, 'citationCount': 1833, 'hIndex': 17}, {'authorId': '143849611', 'url': 'https://www.semanticscholar.org/author/143849611', 'name': 'Mengchu Zhou', 'affiliations': ['NJIT, MUST, and KAU'], 'homepage': None, 'paperCount': 1168, 'citationCount': 38423, 'hIndex': 100}]",,2022
201659195,"[{'authorId': '15646108', 'url': 'https://www.semanticscholar.org/author/15646108', 'name': 'H. Laschet', 'affiliations': [], 'homepage': None, 'paperCount': 196, 'citationCount': 11, 'hIndex': 1}]",84a948f3-1649-4c9e-b5fa-8862c6e2ef55,2019
36951962,"[{'authorId': '3964032', 'url': 'https://www.semanticscholar.org/author/3964032', 'name': 'G. Lundberg', 'affiliations': [], 'homepage': None, 'paperCount': 429, 'citationCount': 6136, 'hIndex': 36}]",,1986
