paper,topic,fake
35366931,,1
30262275,Indexing,1
412209,Data Management,1
412209,Data Management,1
412209,Data Storage,1
14525249,Big Data,1
14525249,Data Storage,1
14525249,Data Modeling,1
14525249,Data Processing,1
21642616,Data Querying,1
21642616,Data Storage,1
30676679,,1
10846657,Data Modeling,1
28995340,Data Storage,1
28995340,Data Querying,1
28995340,Data Modeling,1
28995340,Data Querying,1
8889986,,1
36080552,Indexing,1
162482262,Big Data,1
162482262,Data Storage,1
162482262,Data Querying,1
162482262,Data Management,1
162482262,Data Querying,1
131367106,Big Data,1
130284595,,1
242173462,,1
233197383,Big Data,1
233197383,Indexing,1
233197383,Indexing,1
233197383,Data Processing,1
233197383,Data Processing,1
233197383,Indexing,1
233197634,,1
233198183,,1
225205829,,1
231848589,,1
229373825,,1
230617529,,1
225324935,,1
182144924,,1
139380783,,1
12790253,,1
256231760,,1
251286826,Data Processing,1
251286826,Indexing,1
251286826,Data Querying,1
251286826,Data Modeling,1
251286826,Data Management,1
251286826,Data Querying,1
245955363,,1
245132841,Data Storage,1
238943474,,1
221861879,,1
235472787,Data Management,1
235472787,Data Querying,1
235472787,Data Modeling,1
235472787,Data Querying,1
123240508,Data Processing,1
123240508,Big Data,1
128755887,,1
233960650,Big Data,1
238091163,Data Querying,1
238091163,Data Processing,1
224844362,Data Querying,1
224844362,Data Modeling,1
224844362,Data Storage,1
224844362,Data Modeling,1
224844362,Big Data,1
17103224,Big Data,1
17103224,Data Processing,1
17103224,Data Management,1
17103224,Data Querying,1
17103224,Indexing,1
7680134,,1
251553501,,1
229720366,Data Querying,1
229720366,Data Storage,1
229720366,Data Management,1
229720366,Data Querying,1
229720366,Data Processing,1
234683876,Data Modeling,1
231911145,,1
231653388,Big Data,1
231590362,Data Processing,1
231590362,Data Storage,1
220435097,,1
219702453,,1
221504012,Data Modeling,1
221504012,Data Modeling,1
221504012,Data Querying,1
39099601,,1
39604571,Indexing,1
39604571,Big Data,1
39604571,Data Processing,1
39604571,Data Storage,1
42813126,Data Querying,1
42813126,Data Storage,1
25795581,,1
12882627,,1
31094297,Data Management,1
31094297,Data Querying,1
31094297,Big Data,1
32742955,Data Querying,1
32742955,Data Storage,1
33653439,,1
43322655,Data Processing,1
4446883,,1
6805256,,1
235240320,,1
1088236,Data Querying,1
1088236,Data Storage,1
1088236,Data Storage,1
1088236,Indexing,1
1088236,Data Modeling,1
44638507,,1
37134779,,1
211063778,,1
8691489,,1
28918925,Data Modeling,1
28918925,Big Data,1
6952991,Data Processing,1
20488246,,1
205221972,,1
21253154,,1
24758983,,1
12545836,Data Querying,1
30757178,Data Modeling,1
30757178,Data Management,1
30757178,Big Data,1
22186516,Data Management,1
5664409,Data Querying,1
5664409,Data Processing,1
5664409,Data Storage,1
5664409,Data Management,1
5664409,Indexing,1
220373228,Data Processing,1
220373228,Big Data,1
220373228,Indexing,1
220373228,Data Management,1
220373228,Big Data,1
214535261,Data Management,1
214535261,Big Data,1
214535261,Data Storage,1
40320217,Data Processing,1
40320217,Data Processing,1
40320217,Data Querying,1
3357237,,1
9564277,,1
1121576,Data Querying,1
1121576,Data Storage,1
3346033,Data Storage,1
3337918,Indexing,1
19115550,Data Management,1
19115550,Data Processing,1
25851476,Data Management,1
3334939,,1
3376721,,1
153314391,Indexing,1
153314391,Data Management,1
153314391,Data Storage,1
36198884,Data Modeling,1
36198884,Big Data,1
253332332,,1
253120495,,1
251654690,,1
249434715,Data Modeling,1
249434715,Data Querying,1
245707563,Big Data,1
238354490,,1
235709570,,1
232142336,,1
232159384,Data Querying,1
232159384,Data Processing,1
232159384,Data Management,1
232159384,Data Management,1
232159384,Data Management,1
227255620,Data Modeling,1
227255620,Data Storage,1
220407399,,1
219919620,Data Modeling,1
219919620,Indexing,1
219919620,Data Management,1
219919620,Big Data,1
219919620,Data Querying,1
219919620,Data Processing,1
220372243,Data Processing,1
220372243,Data Querying,1
220372243,Data Querying,1
220372243,Indexing,1
220372243,Indexing,1
214719904,,1
231594020,,1
140317321,,1
59250436,,1
150798397,,1
216504823,Indexing,1
216504823,Indexing,1
216504823,Data Querying,1
216504823,Data Querying,1
216504823,Indexing,1
27672896,Indexing,1
24606907,,1
55824540,Indexing,1
704350,Data Management,1
704350,Indexing,1
22984400,Indexing,1
22984400,Data Management,1
22984400,Data Processing,1
9875256,Data Storage,1
9875256,Indexing,1
221716819,,1
221917805,Big Data,1
198964698,,1
56717528,Data Modeling,1
160011378,Data Storage,1
160011378,Data Querying,1
160011378,Indexing,1
160011378,Big Data,1
255594512,Indexing,1
255594512,Indexing,1
255594512,Indexing,1
250128503,,1
239013326,Data Modeling,1
237510271,,1
252129288,Indexing,1
255415365,,1
253789520,,1
247254450,,1
246316065,,1
244256742,Data Storage,1
238208066,,1
237706680,Indexing,1
237706680,Data Querying,1
237671599,,1
237366476,Data Management,1
237366476,Data Modeling,1
236922023,Data Modeling,1
208061624,Data Processing,1
208061624,Big Data,1
208061624,Big Data,1
208061624,Data Processing,1
208061624,Indexing,1
202855158,Indexing,1
202855158,Data Storage,1
57192956,Data Management,1
57192956,Data Management,1
57192956,Data Storage,1
57192956,Data Storage,1
92415536,Big Data,1
90038888,,1
196627526,,1
222089394,Data Processing,1
222089394,Data Modeling,1
222089394,Data Querying,1
222089394,Data Modeling,1
222089394,Data Storage,1
222089394,Data Management,1
22613333,Data Storage,1
13980768,Big Data,1
13980768,Data Processing,1
13980768,Indexing,1
13980768,Data Processing,1
13980768,Big Data,1
30318639,Big Data,1
30318639,Big Data,1
231611382,,1
57202,,1
140602632,,1
162627129,,1
162396957,,1
238773012,,1
235676498,Data Storage,1
237080841,,1
245569090,,1
53077198,Data Processing,1
53077198,Data Storage,1
53077198,Data Processing,1
53077198,Indexing,1
53077198,Big Data,1
53077198,Data Storage,1
253859457,,1
235722589,,1
234031445,,1
207844734,Data Modeling,1
207844734,Data Storage,1
207844734,Indexing,1
207844734,Big Data,1
115600573,Data Querying,1
115600573,Big Data,1
115600573,Data Processing,1
25933489,,1
25950551,,1
1193385,Big Data,1
1193385,Data Management,1
1193385,Indexing,1
1193385,Big Data,1
1193385,Big Data,1
1193385,Data Processing,1
225126133,Data Storage,1
56149730,,1
9358571,Data Management,1
9358571,Data Querying,1
9358571,Data Storage,1
22757686,,1
219620587,Data Modeling,1
219620587,Data Processing,1
22766649,Data Management,1
45786733,Data Processing,1
45786733,Data Querying,1
45786733,Data Management,1
45786733,Data Management,1
22209208,Data Management,1
22209208,Data Management,1
22209208,Data Management,1
12156798,Big Data,1
7109680,,1
20105679,,1
205524549,,1
38444411,Data Storage,1
237835989,,1
234400961,Data Modeling,1
159333793,Data Storage,1
16245702,,1
24706351,,1
21960017,,1
32773234,,1
59944215,,1
7365909,,1
44671109,Data Storage,1
14665258,Data Modeling,1
14665258,Data Processing,1
46058983,Data Processing,1
46058983,Data Modeling,1
6478552,,1
5700347,,1
25182370,,1
251664915,Data Processing,1
251664915,Data Modeling,1
237967303,Data Management,1
189817246,Data Storage,1
189817246,Big Data,1
189817246,Data Modeling,1
189817246,Data Processing,1
189817246,Data Management,1
189817246,Data Modeling,1
155103173,Data Storage,1
155103173,Data Modeling,1
155103173,Data Management,1
196527685,,1
51706858,Data Management,1
51706858,Data Modeling,1
23708435,Data Modeling,1
23708435,Indexing,1
23708435,Indexing,1
23708435,Data Querying,1
242508687,,1
56717404,,1
18636956,,1
14479664,,1
25623906,,1
45253110,Data Querying,1
23104211,Data Management,1
23104211,Data Management,1
45568517,,1
33616326,Indexing,1
13349348,Data Processing,1
2033905,,1
205488451,,1
13797610,,1
1120424,,1
89154031,,1
11232049,,1
25857169,Data Processing,1
25857169,Data Querying,1
25857169,Data Processing,1
255778102,,1
249137599,,1
250004578,Data Querying,1
253629113,,1
251030683,Big Data,1
27338751,Data Processing,1
222237761,Data Management,1
229720491,Data Modeling,1
229720491,Data Querying,1
229720491,Data Management,1
229720491,Data Querying,1
229720491,Data Modeling,1
229720491,Data Modeling,1
227239700,,1
257389091,,1
256964552,Data Storage,1
251936305,,1
249869226,Data Management,1
248695898,Data Storage,1
248695898,Data Querying,1
248695816,,1
246032464,Big Data,1
239025788,Indexing,1
239025788,Data Processing,1
239025788,Data Modeling,1
239025788,Data Querying,1
239025788,Data Storage,1
239025788,Data Storage,1
233425116,Big Data,1
232766689,Big Data,1
232766689,Big Data,1
221307965,,1
211689851,Big Data,1
211689851,Data Processing,1
245947088,Data Processing,1
233716855,,1
227168585,,1
226964215,Data Storage,1
195871713,,1
195880895,Indexing,1
195880895,Data Querying,1
195880895,Data Modeling,1
125341109,Data Querying,1
125341109,Data Management,1
42351921,,1
31889572,Indexing,1
31889572,Data Storage,1
31889572,Big Data,1
31889572,Indexing,1
33966847,Data Storage,1
33966847,Data Querying,1
33966847,Data Processing,1
34233155,Data Storage,1
34233155,Indexing,1
34233155,Data Management,1
34233155,Indexing,1
34233155,Indexing,1
10102218,Data Storage,1
10102218,Data Management,1
10102218,Big Data,1
10102218,Data Processing,1
10102218,Data Storage,1
10102218,Data Processing,1
31961744,,1
3096243,Data Management,1
3096243,Data Storage,1
3096243,Data Management,1
3096243,Big Data,1
3096243,Big Data,1
16200019,Data Querying,1
16200019,Indexing,1
16200019,Big Data,1
16200019,Data Management,1
16200019,Data Modeling,1
16200019,Data Modeling,1
15067386,,1
30391642,,1
34585833,Big Data,1
41012649,Data Modeling,1
43804678,,1
18199564,,1
57375024,Data Storage,1
57375024,Indexing,1
57375024,Indexing,1
9488862,,1
25428147,,1
2433012,Data Storage,1
9783647,,1
31316876,Data Storage,1
31316876,Indexing,1
108371569,Big Data,1
108371569,Big Data,1
34802179,Data Processing,1
34802179,Data Storage,1
34802179,Data Storage,1
34802179,Data Querying,1
34802179,Data Modeling,1
45243606,Data Management,1
45243606,Data Processing,1
24544404,Data Processing,1
13907589,Data Storage,1
13907589,Data Modeling,1
14418261,,1
3282321,,1
3271383,Data Querying,1
12984439,,1
18349652,,1
16166606,Data Management,1
3484844,Indexing,1
8143005,Data Processing,1
8143005,Big Data,1
8143005,Data Storage,1
255597155,,1
249018135,,1
246431138,Big Data,1
246431138,Indexing,1
246431138,Data Querying,1
246431138,Data Processing,1
249064023,,1
247152116,,1
7094521,Data Querying,1
29685222,Indexing,1
14711347,,1
257391577,,1
257391578,,1
257391579,Data Processing,1
257391580,,1
257391581,,1
257391582,,1
257391583,Data Storage,1
257391583,Data Management,1
257391583,Data Querying,1
257391583,Data Querying,1
257391584,Big Data,1
257391585,Big Data,1
257391585,Data Querying,1
257391585,Data Modeling,1
257391585,Data Modeling,1
257391585,Indexing,1
257391586,Data Querying,1
257391587,,1
257391588,Indexing,1
257391588,Data Querying,1
257391588,Data Modeling,1
257391589,Data Management,1
257391589,Data Processing,1
257391589,Big Data,1
257391589,Data Storage,1
257391589,Data Processing,1
257391590,Data Modeling,1
257391590,Data Processing,1
257391590,Indexing,1
257391591,Data Modeling,1
257391591,Big Data,1
257391591,Data Storage,1
257391591,Indexing,1
257391591,Data Management,1
257391591,Data Management,1
257391592,,1
257391593,,1
257391594,Data Storage,1
257391594,Data Processing,1
257391595,,1
257391596,Data Management,1
257391596,Data Processing,1
257391596,Data Querying,1
257391596,Data Modeling,1
257391596,Big Data,1
257391597,,1
257391598,,1
257391599,Data Management,1
257391599,Data Querying,1
257391600,Data Processing,1
257391600,Data Processing,1
257391600,Indexing,1
257391600,Data Storage,1
257391601,,1
257391602,Data Management,1
257391602,Data Processing,1
257391602,Data Querying,1
257391602,Data Modeling,1
257391602,Data Management,1
257391602,Data Querying,1
257391603,,1
257391604,Data Storage,1
257391605,Data Storage,1
257391606,Indexing,1
257391606,Indexing,1
257391606,Data Management,1
257391606,Big Data,1
257391606,Indexing,1
257391606,Data Modeling,1
257391607,,1
257391608,,1
257391609,Data Processing,1
257391609,Data Modeling,1
257391609,Data Processing,1
257391609,Big Data,1
257391609,Data Modeling,1
257391609,Indexing,1
257391610,Data Storage,1
257391611,Data Management,1
257391611,Data Modeling,1
257391611,Big Data,1
257391611,Data Storage,1
257391611,Indexing,1
257391611,Data Querying,1
257391612,,1
257391613,Big Data,1
257391613,Data Management,1
257391614,,1
257391615,Data Management,1
257391615,Data Processing,1
257391615,Big Data,1
257391615,Data Storage,1
257391615,Data Querying,1
257391616,,1
257391617,Data Querying,1
257391617,Data Storage,1
257391617,Data Management,1
257391618,,1
257391619,,1
257391620,,1
257391621,Indexing,1
257391621,Data Storage,1
257391621,Data Storage,1
257391621,Data Modeling,1
257391622,Data Processing,1
257391622,Data Processing,1
257391623,,1
257391624,,1
257391625,Big Data,1
257391625,Indexing,1
257391625,Data Modeling,1
257391625,Data Storage,1
257391625,Indexing,1
257391625,Data Management,1
257391626,Data Storage,1
257391627,,1
257391628,Data Management,1
257391629,,1
257391630,Data Processing,1
257391630,Big Data,1
257391631,Indexing,1
257391631,Data Management,1
257391631,Data Querying,1
257391631,Data Management,1
257391632,,1
257391633,,1
257391634,,1
257391635,Data Processing,1
257391635,Big Data,1
257391635,Data Querying,1
257391635,Data Storage,1
257391635,Data Management,1
257391636,Data Storage,1
257391636,Data Modeling,1
257391637,,1
257391638,,1
257391639,Data Management,1
257391639,Data Management,1
257391639,Indexing,1
257391639,Data Management,1
257391639,Big Data,1
257391640,Data Querying,1
257391640,Data Storage,1
257391640,Data Management,1
257391640,Big Data,1
257391640,Data Storage,1
257391641,,1
257391642,Data Querying,1
257391643,Data Querying,1
257391643,Data Storage,1
257391643,Data Modeling,1
257391644,,1
257391645,Data Processing,1
257391645,Data Management,1
257391646,Data Modeling,1
257391646,Big Data,1
257391646,Data Management,1
257391646,Indexing,1
257391647,Indexing,1
257391648,,1
257391649,Indexing,1
257391649,Data Storage,1
257391649,Indexing,1
257391649,Big Data,1
257391649,Data Storage,1
257391649,Data Modeling,1
257391650,,1
257391651,Big Data,1
257391652,,1
257391653,,1
257391654,Data Querying,1
257391654,Data Storage,1
257391655,Indexing,1
257391656,,1
257391657,Big Data,1
257391657,Indexing,1
257391657,Data Modeling,1
257391658,,1
257391659,Data Management,1
257391659,Data Querying,1
257391659,Data Modeling,1
257391659,Data Querying,1
257391659,Data Modeling,1
257391659,Data Processing,1
257391660,,1
257391661,Data Processing,1
257391661,Data Modeling,1
257391661,Data Modeling,1
257391661,Indexing,1
257391662,,1
257391663,Data Querying,1
257391664,Data Querying,1
257391664,Indexing,1
257391664,Data Management,1
257391664,Indexing,1
257391665,,1
257391666,,1
257391667,,1
257391668,,1
257391669,Data Modeling,1
257391669,Data Management,1
257391669,Data Querying,1
257391669,Data Querying,1
257391669,Big Data,1
257391670,,1
257391671,Indexing,1
257391671,Data Querying,1
257391671,Data Management,1
257391672,,1
257391673,,1
257391674,Data Querying,1
257391675,Data Modeling,1
257391675,Data Storage,1
257391676,,1
257391677,,1
257391678,,1
257391679,Indexing,1
257391680,,1
257391681,Data Management,1
257391681,Data Management,1
257391681,Data Storage,1
257391681,Data Querying,1
257391681,Data Processing,1
257391681,Data Management,1
257391682,,1
257391683,,1
257391684,,1
257391685,,1
257391686,Data Management,1
257391686,Big Data,1
257391686,Data Storage,1
257391686,Data Storage,1
257391686,Data Storage,1
257391686,Big Data,1
257391687,,1
257391688,Data Modeling,1
257391689,Data Management,1
257391689,Indexing,1
257391690,Indexing,1
257391690,Indexing,1
257391691,Data Modeling,1
257391691,Data Processing,1
257391692,,1
257391693,Big Data,1
257391693,Indexing,1
257391694,,1
257391695,,1
257391696,Data Processing,1
257391696,Data Modeling,1
257391696,Data Processing,1
257391696,Data Querying,1
257391697,Data Storage,1
257391697,Indexing,1
257391698,Data Storage,1
257391699,Big Data,1
257391700,Indexing,1
257391701,Data Querying,1
257391701,Data Processing,1
257391701,Data Storage,1
257391702,Data Querying,1
257391703,,1
257391704,Indexing,1
257391705,Big Data,1
257391705,Big Data,1
257391706,,1
257391707,Indexing,1
257391708,,1
257391709,,1
257391710,Data Modeling,1
257391710,Indexing,1
257391710,Indexing,1
257391710,Data Querying,1
257391710,Big Data,1
257391710,Big Data,1
257391711,,1
257391712,,1
257391713,,1
257391714,Data Modeling,1
257391714,Data Processing,1
257391714,Data Storage,1
257391714,Data Storage,1
257391715,Data Processing,1
257391715,Data Management,1
257391716,,1
257391717,Data Modeling,1
257391717,Data Querying,1
257391717,Data Storage,1
257391718,,1
257391719,Data Modeling,1
257391719,Data Storage,1
257391719,Indexing,1
257391719,Data Storage,1
257391720,,1
257391721,Data Management,1
257391722,Data Querying,1
257391722,Data Management,1
257391722,Data Storage,1
257391722,Data Storage,1
257391723,,1
257391724,,1
257391725,,1
257391726,Data Modeling,1
257391727,Indexing,1
257391727,Data Modeling,1
257391728,Data Management,1
257391728,Data Storage,1
257391728,Data Modeling,1
257391728,Big Data,1
257391728,Data Processing,1
257391728,Data Storage,1
257391729,Data Querying,1
257391729,Big Data,1
257391729,Big Data,1
257391729,Big Data,1
257391729,Indexing,1
257391730,Indexing,1
257391730,Data Management,1
257391731,Data Querying,1
257391732,Data Processing,1
257391733,Data Querying,1
257391733,Indexing,1
257391733,Data Management,1
257391733,Data Management,1
257391733,Data Management,1
257391733,Data Modeling,1
257391734,,1
257391735,,1
257391736,Big Data,1
257391736,Data Querying,1
257391736,Data Processing,1
257391736,Data Querying,1
257391737,,1
257391738,,1
257391739,,1
257391740,,1
257391741,Data Processing,1
257391741,Data Modeling,1
257391741,Big Data,1
257391741,Data Storage,1
257391741,Data Storage,1
257391742,Data Management,1
257391743,Data Querying,1
257391743,Data Querying,1
257391743,Data Processing,1
257391743,Indexing,1
257391744,Data Processing,1
257391745,,1
257391746,Big Data,1
257391746,Data Modeling,1
257391747,,1
257391748,Indexing,1
257391748,Data Management,1
257391748,Data Processing,1
257391749,Data Modeling,1
257391750,Data Storage,1
257391751,,1
257391752,,1
257391753,,1
257391754,,1
257391755,Data Modeling,1
257391756,Data Querying,1
257391756,Indexing,1
257391756,Data Storage,1
257391757,Big Data,1
257391758,,1
257391759,,1
257391760,Data Processing,1
257391761,,1
257391762,Data Storage,1
257391763,,1
257391764,,1
257391765,Big Data,1
257391765,Data Processing,1
257391765,Data Processing,1
257391765,Indexing,1
257391765,Data Storage,1
257391765,Data Modeling,1
257391766,,1
257391767,,1
257391768,,1
257391769,Big Data,1
257391769,Data Querying,1
257391770,,1
257391771,Big Data,1
257391771,Data Processing,1
257391771,Indexing,1
257391771,Data Management,1
257391771,Data Querying,1
257391772,Data Processing,1
257391772,Data Querying,1
257391773,,1
257391774,,1
257391775,,1
257391776,,1
257391777,,1
257391778,,1
257391779,Data Querying,1
257391780,,1
257391781,,1
257391782,Big Data,1
257391783,Data Management,1
257391783,Data Processing,1
257391783,Data Storage,1
257391783,Indexing,1
257391783,Data Storage,1
257391783,Data Management,1
257391784,Data Management,1
257391785,,1
257391786,Data Storage,1
257391787,,1
257391788,Data Management,1
257391788,Data Querying,1
257391788,Data Processing,1
257391789,,1
257391790,Indexing,1
257391790,Data Processing,1
257391790,Data Management,1
257391790,Data Management,1
257391791,,1
257391792,Indexing,1
257391792,Data Storage,1
257391792,Big Data,1
257391792,Indexing,1
257391792,Big Data,1
257391792,Data Querying,1
257391793,,1
257391794,,1
257391795,,1
257391796,,1
257391797,,1
257391798,,1
257391799,,1
257391800,,1
257391801,,1
257391802,Big Data,1
257391802,Indexing,1
257391802,Big Data,1
257391802,Data Processing,1
257391802,Big Data,1
257391803,Data Management,1
257391804,Big Data,1
257391805,Data Management,1
257391805,Data Management,1
257391805,Data Modeling,1
257391805,Data Modeling,1
257391805,Data Querying,1
257391805,Data Storage,1
257391806,Indexing,1
257391807,,1
257391808,Big Data,1
257391808,Big Data,1
257391809,,1
257391810,Data Storage,1
257391810,Data Querying,1
257391810,Indexing,1
257391810,Big Data,1
257391811,Data Modeling,1
257391811,Data Querying,1
257391811,Indexing,1
257391811,Data Storage,1
257391811,Big Data,1
257391811,Data Storage,1
257391812,Data Management,1
257391812,Data Management,1
257391812,Data Management,1
257391813,Data Management,1
257391813,Data Modeling,1
257391814,Data Modeling,1
257391815,,1
257391816,Data Storage,1
257391816,Data Modeling,1
257391816,Data Management,1
257391817,Data Modeling,1
257391818,Data Querying,1
257391818,Indexing,1
257391818,Data Modeling,1
257391818,Data Querying,1
257391819,,1
257391820,,1
257391821,,1
257391822,,1
257391823,Data Management,1
257391823,Data Storage,1
257391823,Big Data,1
257391823,Data Processing,1
257391824,,1
257391825,Indexing,1
257391825,Data Modeling,1
257391825,Data Storage,1
257391825,Data Processing,1
257391825,Data Querying,1
257391825,Data Processing,1
257391826,,1
257391827,Data Storage,1
257391827,Data Management,1
257391827,Data Querying,1
257391827,Data Processing,1
257391827,Data Modeling,1
257391827,Data Storage,1
257391828,,1
257391829,,1
257391830,Data Processing,1
257391830,Data Storage,1
257391830,Data Modeling,1
257391830,Data Storage,1
257391830,Data Querying,1
257391830,Data Processing,1
257391831,,1
257391832,,1
257391833,Big Data,1
257391833,Data Management,1
257391833,Data Management,1
257391833,Data Management,1
257391834,,1
257391835,,1
257391836,Indexing,1
257391836,Data Querying,1
257391837,,1
257391838,Indexing,1
257391839,Data Modeling,1
257391839,Data Modeling,1
257391839,Data Processing,1
257391839,Big Data,1
257391840,Data Processing,1
257391841,,1
257391842,Indexing,1
257391842,Data Management,1
257391842,Big Data,1
257391842,Big Data,1
257391843,Data Storage,1
257391844,Data Modeling,1
257391844,Data Processing,1
257391844,Data Storage,1
257391845,Indexing,1
257391846,Big Data,1
257391846,Data Processing,1
257391846,Data Querying,1
257391846,Data Processing,1
257391847,,1
257391848,Indexing,1
257391849,,1
257391850,,1
257391851,,1
257391852,,1
257391853,Data Modeling,1
257391853,Data Management,1
257391853,Data Storage,1
257391854,,1
257391855,,1
257391856,,1
257391857,Data Storage,1
257391857,Data Management,1
257391857,Data Storage,1
257391858,,1
257391859,Data Processing,1
257391859,Data Querying,1
257391859,Data Management,1
257391859,Big Data,1
257391859,Data Modeling,1
257391859,Big Data,1
257391860,Data Management,1
257391861,,1
257391862,,1
257391863,Data Management,1
257391863,Indexing,1
257391863,Big Data,1
257391863,Data Storage,1
257391863,Indexing,1
257391863,Data Modeling,1
257391864,,1
257391865,,1
257391866,Big Data,1
257391866,Data Storage,1
257391866,Data Modeling,1
257391866,Data Processing,1
257391866,Data Querying,1
257391867,Data Storage,1
257391867,Data Storage,1
257391867,Data Storage,1
257391867,Data Querying,1
257391867,Data Management,1
257391867,Big Data,1
257391868,Data Storage,1
257391868,Big Data,1
257391869,Big Data,1
257391869,Data Modeling,1
257391870,Data Processing,1
257391871,Data Modeling,1
257391872,Big Data,1
257391873,Data Storage,1
257391873,Data Management,1
257391874,,1
257391875,Indexing,1
257391875,Data Querying,1
257391875,Indexing,1
257391875,Indexing,1
257391875,Data Processing,1
257391876,Data Querying,1
257391877,,1
257391878,,1
257391879,Data Querying,1
257391880,,1
257391881,Data Management,1
257391881,Big Data,1
257391882,,1
257391883,Big Data,1
257391883,Data Storage,1
257391883,Data Management,1
257391883,Data Modeling,1
257391884,,1
257391885,Big Data,1
257391885,Data Storage,1
257391885,Indexing,1
257391885,Data Querying,1
257391885,Data Processing,1
257391885,Data Processing,1
257391886,,1
257391887,,1
257391888,Data Modeling,1
257391889,,1
257391890,,1
257391891,Big Data,1
257391892,,1
257391893,,1
257391894,,1
257391895,Indexing,1
257391896,,1
257391897,Data Management,1
257391897,Data Storage,1
257391898,,1
257391899,Big Data,1
257391899,Indexing,1
257391899,Data Storage,1
257391900,,1
257391901,Data Storage,1
257391902,,1
257391903,,1
257391904,Data Processing,1
257391904,Data Storage,1
257391904,Big Data,1
257391904,Data Modeling,1
257391904,Data Processing,1
257391904,Data Modeling,1
257391905,Big Data,1
257391905,Big Data,1
257391906,,1
257391907,Data Storage,1
257391907,Data Querying,1
257391908,,1
257391909,,1
257391910,,1
257391911,,1
257391912,,1
257391913,,1
257391914,,1
257391915,Data Storage,1
257391915,Big Data,1
257391915,Indexing,1
257391915,Indexing,1
257391915,Data Management,1
257391915,Data Processing,1
257391916,,1
257391917,,1
257391918,,1
257391919,Big Data,1
257391919,Indexing,1
257391919,Indexing,1
257391919,Big Data,1
257391919,Data Management,1
257391920,,1
257391921,Big Data,1
257391922,,1
257391923,,1
257391924,Data Modeling,1
257391925,Data Modeling,1
257391925,Indexing,1
257391925,Data Querying,1
257391926,,1
257391927,Data Management,1
257391927,Data Modeling,1
257391927,Data Storage,1
257391928,Data Processing,1
257391928,Big Data,1
257391928,Data Querying,1
257391929,Data Processing,1
257391929,Indexing,1
257391929,Data Querying,1
257391929,Data Storage,1
257391929,Data Querying,1
257391929,Indexing,1
257391930,Data Processing,1
257391930,Big Data,1
257391930,Data Storage,1
257391931,,1
257391932,Data Querying,1
257391932,Data Storage,1
257391933,,1
257391934,,1
257391935,,1
257391936,Big Data,1
257391937,,1
257391938,,1
257391939,Data Processing,1
257391939,Data Storage,1
257391939,Big Data,1
257391939,Indexing,1
257391939,Big Data,1
257391940,,1
257391941,,1
257391942,Data Storage,1
257391942,Indexing,1
257391942,Data Querying,1
257391942,Data Management,1
257391943,,1
257391944,,1
257391945,,1
257391946,,1
257391947,,1
257391948,,1
257391949,,1
257391950,,1
257391951,Data Querying,1
257391952,,1
257391953,,1
257391954,Data Modeling,1
257391954,Big Data,1
257391954,Data Modeling,1
257391954,Big Data,1
257391954,Indexing,1
257391954,Data Storage,1
257391955,,1
257391956,,1
257391957,,1
257391958,,1
257391959,Data Management,1
257391959,Indexing,1
257391959,Data Storage,1
257391960,Data Processing,1
257391960,Data Querying,1
257391960,Indexing,1
257391960,Data Modeling,1
257391960,Data Storage,1
257391960,Data Querying,1
257391961,,1
257391962,Data Storage,1
257391963,,1
257391964,Data Management,1
257391965,,1
257391966,Data Processing,1
257391967,,1
257391968,Indexing,1
257391969,Indexing,1
257391969,Data Processing,1
257391969,Data Querying,1
257391969,Data Storage,1
257391970,Data Processing,1
257391971,Data Processing,1
257391972,,1
257391973,Big Data,1
257391973,Big Data,1
257391973,Big Data,1
257391974,Data Querying,1
257391974,Data Modeling,1
257391974,Big Data,1
257391974,Data Modeling,1
257391975,,1
257391976,,1
257391977,Data Querying,1
257391977,Data Processing,1
257391977,Indexing,1
257391977,Data Querying,1
257391977,Big Data,1
257391978,Indexing,1
257391979,Data Querying,1
257391980,Data Querying,1
257391980,Data Querying,1
257391980,Indexing,1
257391981,,1
257391982,,1
257391983,Indexing,1
257391983,Data Storage,1
257391983,Data Processing,1
257391983,Data Storage,1
257391983,Big Data,1
257391983,Indexing,1
257391984,,1
257391985,,1
257391986,,1
257391987,Data Storage,1
257391988,,1
257391989,,1
257391990,,1
257391991,,1
257391992,,1
257391993,,1
257391994,Indexing,1
257391995,Data Querying,1
257391995,Data Management,1
257391996,Indexing,1
257391997,,1
257391998,Indexing,1
257391999,,1
257392000,Indexing,1
257392001,,1
257392002,,1
257392003,,1
257392004,,1
257392005,,1
257392006,Data Management,1
257392007,,1
257392008,Data Processing,1
257392008,Data Storage,1
257392008,Data Querying,1
257392009,,1
257392010,Indexing,1
257392011,,1
257392012,,1
257392013,,1
257392014,Indexing,1
257392014,Data Management,1
257392014,Data Querying,1
257392014,Data Storage,1
257392014,Data Modeling,1
257392014,Data Storage,1
257392015,,1
257392016,,1
257392017,Data Management,1
257392018,,1
257392019,,1
257392020,,1
257392021,Data Storage,1
257392022,,1
257392023,Data Storage,1
257392023,Data Querying,1
257392023,Big Data,1
257392023,Data Management,1
257392023,Data Management,1
257392024,,1
257392025,,1
257392026,Data Management,1
257392027,Data Processing,1
257392027,Data Storage,1
257392028,Indexing,1
257392028,Data Management,1
257392028,Big Data,1
257392028,Data Querying,1
257392028,Data Processing,1
257392028,Data Storage,1
257392029,Indexing,1
257392030,Data Querying,1
