citation,paper,fake
257392024,257392009,1
257394391,257392009,1
257393344,257392010,1
257392787,257392011,1
33450665,257392011,1
257391875,257392011,1
257395161,257392011,1
257392560,257392012,1
257393681,257392012,1
257394738,257392012,1
257392713,257392012,1
30262275,257392012,1
257392079,257392012,1
257394204,257392012,1
257392703,257392013,1
145015296,257392013,1
44866314,257392013,1
257393913,257392013,1
257394510,257392013,1
257395198,257392013,1
257393714,257392013,1
257393566,257392013,1
257394816,257392013,1
257394276,257392013,1
28249734,257392014,1
257392041,257392014,1
257393626,257392014,1
257394919,257392014,1
257394073,257392014,1
257393784,257392015,1
6952991,257392015,1
26500411,257392015,1
257393781,257392016,1
257394158,257392016,1
257393203,257392016,1
257394713,257392016,1
36198884,257392017,1
257393072,257392017,1
257392233,257392017,1
14711347,257392017,1
257392482,257392017,1
4446883,257392017,1
257391842,257392017,1
257392317,257392017,1
45959989,257392017,1
257391925,257392017,1
257392044,257392018,1
257392933,257392018,1
39907764,257392018,1
257394905,257392018,1
235786220,257392018,1
257391979,257392018,1
257393749,257392019,1
214719904,257392019,1
235240320,257392020,1
257394531,257392020,1
257394700,257392020,1
257393175,257392020,1
257394705,257392020,1
257392046,257392020,1
257392433,257392020,1
159329194,257392020,1
257391945,257392020,1
257392011,257392021,1
257391818,257392021,1
257393398,257392021,1
7793073,257392022,1
32242144,257392022,1
257392667,257392022,1
36413452,257392022,1
44589100,257392022,1
257393284,257392023,1
257395197,257392023,1
257393926,257392023,1
257394729,257392023,1
257392606,257392023,1
257394770,257392023,1
257394815,257392023,1
29099675,257392023,1
257392667,257392024,1
257395013,257392024,1
257392213,257392024,1
257394994,257392024,1
257393107,257392024,1
257394770,257392024,1
257392175,257392024,1
33924073,257392024,1
257393237,257392025,1
257393989,257392026,1
257393364,257392026,1
257395073,257392026,1
257394982,257392026,1
128487683,257392027,1
140560471,257392027,1
257394711,257392027,1
257393926,257392028,1
207844734,257392028,1
257391803,257392028,1
257392364,257392028,1
257395271,257392028,1
257391985,257392028,1
257394488,257392028,1
257392355,257392028,1
14479664,257392028,1
257393227,257392028,1
257392059,257392029,1
52930263,257392029,1
257394725,257392029,1
257392261,257392029,1
257393023,257392029,1
257391846,257392029,1
257393089,257392029,1
257393981,257392029,1
257394100,257392029,1
257395145,257392030,1
212641146,257392030,1
35090790,257392030,1
257395220,257392030,1
257392873,257392030,1
257392711,257392030,1
257392055,257392030,1
257395020,257392030,1
257394776,257392030,1
257391977,257392031,1
257392507,257392031,1
257394054,257392031,1
257392425,257392031,1
257394879,257392031,1
257394110,257392031,1
257394123,257392031,1
257391938,257392032,1
257392712,257392032,1
257392594,257392032,1
257393832,257392033,1
257394385,257392033,1
257394093,257392033,1
2433012,257392033,1
257391849,257392033,1
38793640,257392033,1
257392669,257392033,1
225205829,257392033,1
257392847,257392034,1
257392714,257392034,1
257393729,257392034,1
257394968,257392034,1
257392433,257392034,1
257394204,257392034,1
257391885,257392035,1
257394668,257392035,1
257392343,257392035,1
3337918,257392035,1
257392768,257392035,1
257395296,257392035,1
257393661,257392035,1
257392850,257392035,1
257392283,257392035,1
257393262,257392036,1
257391846,257392036,1
257394703,257392036,1
257393076,257392036,1
257395221,257392036,1
257394390,257392037,1
257394763,257392037,1
257394834,257392037,1
257392791,257392037,1
257394039,257392037,1
257393230,257392037,1
257391934,257392037,1
257392536,257392038,1
257395203,257392038,1
15258551,257392039,1
257393332,257392039,1
257392669,257392039,1
257394035,257392040,1
35366931,257392040,1
257391971,257392040,1
257391832,257392040,1
257392058,257392040,1
257393363,257392041,1
257394983,257392041,1
257394691,257392041,1
257393511,257392041,1
12882627,257392041,1
257393555,257392041,1
257393570,257392041,1
38444411,257392041,1
257394347,257392042,1
34585833,257392043,1
257392311,257392044,1
257394917,257392044,1
257394005,257392044,1
222237761,257392044,1
257392787,257392044,1
257395209,257392044,1
257392110,257392044,1
257395015,257392044,1
257394481,257392045,1
257395182,257392045,1
257394700,257392045,1
257392997,257392045,1
257393244,257392045,1
257395220,257392045,1
257393713,257392045,1
257393531,257392046,1
220373228,257392046,1
257391875,257392046,1
257394989,257392046,1
257392411,257392046,1
257393682,257392046,1
257392127,257392047,1
25795581,257392047,1
257392917,257392047,1
257393227,257392047,1
257392941,257392047,1
257395035,257392047,1
257392567,257392047,1
257394379,257392048,1
257395280,257392048,1
257393630,257392048,1
257392025,257392049,1
257394936,257392049,1
257393221,257392049,1
257395079,257392049,1
257393915,257392049,1
51891915,257392049,1
838357,257392049,1
257394877,257392049,1
257393011,257392049,1
257393333,257392049,1
257392104,257392050,1
257392546,257392050,1
145974745,257392050,1
257394871,257392050,1
257394909,257392050,1
257394734,257392050,1
257392597,257392050,1
257393705,257392050,1
257392835,257392050,1
257394337,257392050,1
257394889,257392051,1
257393196,257392051,1
257391945,257392051,1
33280108,257392051,1
30959469,257392051,1
257391948,257392051,1
32742955,257392052,1
152212622,257392052,1
257393824,257392052,1
206388255,257392052,1
257393628,257392052,1
88851991,257392052,1
21960017,257392052,1
257392657,257392052,1
257393783,257392053,1
53235550,257392053,1
3357237,257392053,1
257395296,257392054,1
257392845,257392054,1
257394893,257392054,1
257392223,257392054,1
257394282,257392054,1
257393693,257392055,1
257391991,257392055,1
257393902,257392055,1
257392158,257392055,1
257393080,257392055,1
52236,257392055,1
257393072,257392055,1
257392084,257392055,1
257392180,257392056,1
257392702,257392056,1
257394511,257392056,1
257391908,257392056,1
257395172,257392056,1
257391872,257392056,1
257392933,257392056,1
34285548,257392056,1
257394704,257392057,1
257394272,257392057,1
257395208,257392057,1
257394926,257392057,1
257393072,257392057,1
257393293,257392057,1
257393101,257392057,1
36383341,257392057,1
257395000,257392058,1
257394766,257392059,1
257392408,257392059,1
257394669,257392060,1
257392939,257392061,1
257393981,257392061,1
257394049,257392061,1
39604571,257392061,1
31094297,257392061,1
257394999,257392061,1
257391969,257392061,1
257392658,257392061,1
257392473,257392061,1
257393921,257392062,1
257393289,257392062,1
13153479,257392062,1
257393916,257392062,1
257391992,257392062,1
257392150,257392063,1
222125022,257392063,1
257394160,257392063,1
212641146,257392063,1
257394420,257392063,1
127409870,257392063,1
257392681,257392063,1
257392279,257392063,1
257392939,257392063,1
257393173,257392063,1
257394358,257392064,1
12676170,257392065,1
257392125,257392065,1
257395247,257392065,1
257392741,257392065,1
257392194,257392065,1
257392233,257392065,1
257394321,257392065,1
231391456,257392065,1
257391963,257392065,1
257392933,257392065,1
257392965,257392066,1
257395137,257392066,1
257392937,257392066,1
257394346,257392066,1
257394549,257392066,1
257392582,257392066,1
257394957,257392066,1
257394929,257392066,1
257394661,257392066,1
257391901,257392067,1
257394999,257392067,1
257393050,257392067,1
257394174,257392067,1
222170283,257392067,1
257394081,257392067,1
257394878,257392068,1
257394883,257392068,1
257392921,257392068,1
257392665,257392069,1
257393632,257392069,1
257392895,257392070,1
46328069,257392070,1
257395154,257392070,1
257393850,257392070,1
162482262,257392070,1
257392455,257392070,1
257392512,257392071,1
257391941,257392071,1
257393555,257392071,1
31929237,257392071,1
257392904,257392071,1
257392840,257392071,1
257392742,257392071,1
257394393,257392072,1
257391840,257392072,1
208035909,257392072,1
257391792,257392072,1
25933489,257392073,1
257391874,257392073,1
257394745,257392073,1
257394768,257392073,1
257392428,257392073,1
232420539,257392073,1
233411911,257392073,1
257392677,257392073,1
257394542,257392073,1
257391950,257392074,1
257392062,257392075,1
257392778,257392075,1
257392413,257392075,1
257391849,257392075,1
235766779,257392075,1
257392411,257392075,1
257392597,257392075,1
229310668,257392076,1
44335137,257392076,1
257391799,257392076,1
257392158,257392076,1
29099675,257392076,1
234793988,257392076,1
257394060,257392076,1
257392990,257392076,1
182144924,257392077,1
257393726,257392077,1
257391959,257392077,1
257392788,257392077,1
257395085,257392077,1
257392779,257392077,1
257393093,257392078,1
257393564,257392079,1
257393572,257392080,1
33450665,257392080,1
24906786,257392080,1
42602087,257392080,1
45568517,257392080,1
257394437,257392080,1
257393363,257392081,1
257393282,257392081,1
257394317,257392081,1
257394317,257392081,1
15258551,257392081,1
257393204,257392081,1
257393365,257392082,1
2033905,257392082,1
9136093,257392082,1
257392963,257392082,1
257392107,257392082,1
257394658,257392082,1
257394054,257392082,1
85151175,257392082,1
257392767,257392082,1
257394659,257392082,1
257394313,257392083,1
257392181,257392083,1
257394703,257392083,1
257392333,257392083,1
257392829,257392083,1
257394988,257392083,1
257394186,257392083,1
45418390,257392083,1
257394053,257392083,1
257395005,257392083,1
34709563,257392084,1
30036685,257392084,1
257395206,257392084,1
27588600,257392084,1
17103224,257392084,1
257394989,257392084,1
23374425,257392084,1
257394661,257392085,1
257394903,257392085,1
257392588,257392085,1
257392027,257392085,1
257394053,257392085,1
257394833,257392086,1
257392469,257392087,1
12984439,257392087,1
257394351,257392087,1
257394625,257392087,1
257394299,257392088,1
257394985,257392088,1
257392700,257392088,1
257394354,257392088,1
257391832,257392088,1
257393157,257392088,1
257392263,257392088,1
257393290,257392088,1
257394188,257392088,1
257394434,257392088,1
42602087,257392089,1
257394770,257392089,1
39604571,257392089,1
257392912,257392089,1
257393929,257392089,1
257394660,257392090,1
257395142,257392091,1
19262418,257392091,1
7814353,257392091,1
44638507,257392091,1
257394214,257392091,1
257394255,257392091,1
257393785,257392092,1
257395267,257392092,1
221716819,257392092,1
7814353,257392092,1
21253154,257392092,1
257393059,257392092,1
257393757,257392092,1
257392132,257392092,1
22209208,257392092,1
257393240,257392093,1
257394763,257392093,1
257394659,257392093,1
257394932,257392093,1
257391832,257392093,1
257393363,257392093,1
25267949,257392093,1
257393379,257392093,1
38940159,257392093,1
257393210,257392093,1
257394041,257392094,1
257394085,257392094,1
257393134,257392095,1
257394717,257392095,1
257393996,257392095,1
32242144,257392095,1
257392774,257392095,1
257393159,257392096,1
257394983,257392096,1
257395084,257392096,1
4202272,257392096,1
257392825,257392097,1
257392615,257392097,1
257392270,257392097,1
257392712,257392097,1
257394057,257392098,1
257393832,257392098,1
257394341,257392098,1
257392026,257392098,1
14711347,257392098,1
33924073,257392098,1
257393103,257392099,1
257393382,257392099,1
257393557,257392099,1
159758061,257392099,1
257393240,257392099,1
257394589,257392099,1
257391853,257392099,1
257394161,257392099,1
257394005,257392099,1
43103677,257392100,1
257393726,257392100,1
257392487,257392100,1
257394913,257392100,1
257393613,257392100,1
257392588,257392100,1
257393838,257392100,1
257392270,257392101,1
257394670,257392102,1
257393626,257392102,1
27351979,257392102,1
257393290,257392102,1
257394696,257392102,1
257393284,257392102,1
257392402,257392102,1
257394187,257392102,1
257394390,257392103,1
257395311,257392103,1
257394059,257392103,1
257393972,257392103,1
257394335,257392103,1
257394532,257392103,1
257393938,257392104,1
257392689,257392104,1
257394106,257392104,1
257393234,257392104,1
31965925,257392104,1
257392180,257392104,1
257391793,257392105,1
9767398,257392105,1
19266356,257392105,1
257392172,257392105,1
9767398,257392105,1
257393269,257392105,1
202495992,257392105,1
257392942,257392106,1
257392188,257392106,1
257393381,257392106,1
257392713,257392106,1
39932985,257392107,1
257393208,257392107,1
257394717,257392107,1
257392711,257392107,1
257392026,257392107,1
257392674,257392107,1
257393284,257392107,1
29482050,257392108,1
257395141,257392109,1
257392784,257392109,1
257392592,257392109,1
257394980,257392109,1
257393208,257392109,1
13024712,257392109,1
257392927,257392109,1
257394985,257392109,1
1121576,257392110,1
257394658,257392110,1
12397688,257392110,1
1881617,257392110,1
25182370,257392110,1
257394904,257392110,1
257393926,257392110,1
17103224,257392110,1
11162827,257392110,1
257392685,257392110,1
257392408,257392111,1
27338751,257392111,1
257393233,257392112,1
257392380,257392112,1
257393077,257392113,1
257393575,257392113,1
257394720,257392114,1
257393290,257392114,1
257391801,257392114,1
182046380,257392114,1
257395246,257392114,1
257392084,257392114,1
257394301,257392114,1
45874898,257392114,1
257391792,257392114,1
4733413,257392115,1
257392594,257392115,1
257394647,257392115,1
28108359,257392115,1
257395172,257392116,1
13907589,257392116,1
257392793,257392116,1
257395328,257392116,1
257391793,257392116,1
257393905,257392116,1
257394544,257392116,1
257393890,257392116,1
257392226,257392116,1
257394991,257392117,1
40700757,257392117,1
257393946,257392118,1
257395208,257392118,1
257393717,257392118,1
257394999,257392118,1
92415536,257392118,1
257394143,257392118,1
257393224,257392118,1
257392519,257392118,1
24544404,257392118,1
257394283,257392119,1
35090790,257392119,1
257393676,257392119,1
257392684,257392120,1
3357237,257392120,1
45538643,257392120,1
257392703,257392121,1
257394111,257392121,1
257392702,257392121,1
27717248,257392121,1
257395140,257392121,1
7109680,257392122,1
257392282,257392122,1
257392626,257392122,1
42493964,257392122,1
257395206,257392122,1
257393007,257392122,1
39213875,257392122,1
257391952,257392123,1
257395310,257392123,1
30198692,257392123,1
257395025,257392123,1
257391869,257392123,1
257395230,257392123,1
257393256,257392124,1
257392425,257392124,1
22757686,257392124,1
257395322,257392124,1
257394111,257392125,1
257392142,257392125,1
257392826,257392125,1
257393364,257392125,1
257393820,257392125,1
257394611,257392125,1
257395296,257392125,1
257392314,257392125,1
257392481,257392125,1
257394387,257392126,1
257393562,257392126,1
10259438,257392126,1
9358571,257392126,1
1881617,257392126,1
257394709,257392126,1
257392279,257392127,1
257391925,257392127,1
257391792,257392127,1
257391990,257392127,1
418790,257392128,1
257392161,257392128,1
257395232,257392128,1
257395022,257392128,1
27998798,257392128,1
257395199,257392128,1
257394982,257392128,1
257392110,257392128,1
257393834,257392128,1
31316876,257392128,1
257394143,257392129,1
257392272,257392129,1
257392162,257392129,1
257394075,257392129,1
20105679,257392129,1
16200019,257392130,1
257392232,257392130,1
257394815,257392130,1
33616326,257392130,1
257394111,257392130,1
25182370,257392130,1
257393342,257392131,1
10391899,257392131,1
257393630,257392132,1
257391896,257392133,1
171638109,257392133,1
257392533,257392133,1
257394157,257392134,1
257392225,257392134,1
257394313,257392134,1
257393926,257392134,1
257394293,257392134,1
257392943,257392134,1
257392513,257392135,1
257394320,257392135,1
257393746,257392135,1
257393158,257392135,1
257392472,257392136,1
257394917,257392137,1
257393278,257392137,1
257395257,257392137,1
36198884,257392137,1
257394283,257392137,1
257391969,257392137,1
8160903,257392137,1
257392024,257392137,1
257392262,257392137,1
257395231,257392138,1
257393627,257392138,1
35391003,257392138,1
257393921,257392138,1
27588600,257392138,1
12397688,257392138,1
9461746,257392138,1
257394982,257392139,1
25795581,257392139,1
257392396,257392139,1
257392700,257392139,1
257392088,257392139,1
257395188,257392139,1
257392614,257392139,1
257394768,257392139,1
43322655,257392139,1
257392550,257392139,1
257393215,257392140,1
257393027,257392140,1
257394218,257392141,1
38940159,257392141,1
257393558,257392141,1
257393658,257392141,1
257392704,257392142,1
257394111,257392143,1
257394919,257392143,1
257392966,257392144,1
257395078,257392144,1
257391881,257392144,1
257392963,257392145,1
24075216,257392146,1
3376721,257392146,1
257393648,257392147,1
257392213,257392147,1
38940159,257392147,1
5741404,257392147,1
257392669,257392148,1
257394590,257392148,1
257395078,257392148,1
418790,257392148,1
257392711,257392148,1
257394319,257392148,1
257395083,257392148,1
257392464,257392149,1
257393239,257392149,1
257391880,257392149,1
257394107,257392149,1
257394994,257392149,1
257394107,257392149,1
257395140,257392149,1
257394204,257392149,1
257393071,257392149,1
257393627,257392149,1
199436237,257392150,1
257394921,257392150,1
257392581,257392150,1
257392171,257392150,1
257394035,257392150,1
257395184,257392150,1
6952991,257392150,1
257392191,257392150,1
257393770,257392150,1
257392974,257392150,1
257394082,257392151,1
257393564,257392152,1
257393241,257392153,1
257395220,257392153,1
257392742,257392153,1
257391980,257392153,1
257392364,257392153,1
19266356,257392153,1
257392110,257392153,1
257393036,257392153,1
43103677,257392153,1
14479664,257392154,1
257391941,257392155,1
257392166,257392156,1
257393042,257392156,1
257394398,257392156,1
257391818,257392156,1
257394422,257392156,1
257392334,257392156,1
257393585,257392156,1
257394540,257392156,1
257392100,257392156,1
257392560,257392156,1
257394214,257392157,1
257392411,257392157,1
41359629,257392157,1
32742955,257392158,1
257392141,257392158,1
257392560,257392158,1
46328069,257392158,1
257393073,257392158,1
257392796,257392158,1
31103485,257392158,1
257391992,257392158,1
257394370,257392158,1
257394330,257392159,1
257392764,257392159,1
30036685,257392159,1
46393313,257392160,1
257394194,257392161,1
257393714,257392161,1
257394626,257392161,1
2206322,257392161,1
257392058,257392162,1
257395084,257392162,1
23358070,257392162,1
257394191,257392162,1
257395139,257392162,1
257392086,257392163,1
257393119,257392163,1
1193385,257392164,1
257393977,257392164,1
257393036,257392164,1
257393969,257392164,1
257392522,257392164,1
257392970,257392165,1
257393253,257392165,1
13907589,257392165,1
44638507,257392165,1
257393554,257392165,1
257392505,257392165,1
27717248,257392166,1
257392596,257392167,1
257392325,257392167,1
257392212,257392167,1
257392773,257392167,1
257394693,257392167,1
257392181,257392167,1
116801239,257392167,1
257392965,257392167,1
46042716,257392168,1
257392665,257392169,1
257393566,257392169,1
257394835,257392170,1
1121576,257392170,1
257394370,257392170,1
41283643,257392170,1
257393119,257392170,1
46393313,257392170,1
257392109,257392170,1
39213875,257392171,1
257392321,257392171,1
257392393,257392171,1
257394354,257392171,1
257393290,257392171,1
257394225,257392171,1
257393294,257392171,1
257394983,257392171,1
257393627,257392171,1
257394631,257392172,1
257393699,257392172,1
89700450,257392173,1
257393969,257392173,1
257392753,257392173,1
257394252,257392173,1
59224714,257392173,1
30036685,257392174,1
31965925,257392174,1
5700347,257392174,1
257392482,257392174,1
257393951,257392174,1
257392944,257392174,1
257394655,257392174,1
39932985,257392174,1
257392665,257392174,1
257393989,257392175,1
257393253,257392175,1
34285548,257392175,1
37706008,257392175,1
29570261,257392175,1
257394815,257392175,1
27338751,257392176,1
257393077,257392176,1
257392939,257392176,1
257394107,257392176,1
30198692,257392176,1
257394727,257392177,1
257392701,257392178,1
257394716,257392178,1
257393572,257392178,1
257393566,257392178,1
257393932,257392178,1
257393932,257392179,1
257394273,257392179,1
257393072,257392179,1
128487683,257392179,1
257393307,257392179,1
257394440,257392179,1
257393658,257392179,1
19266356,257392179,1
257393294,257392179,1
257393203,257392179,1
25933489,257392180,1
257391874,257392180,1
26663736,257392180,1
257394587,257392180,1
257393572,257392180,1
193005665,257392180,1
25428147,257392180,1
257393204,257392180,1
44866314,257392180,1
257393653,257392181,1
257393294,257392181,1
40700757,257392181,1
257393202,257392182,1
257393812,257392183,1
257393552,257392183,1
257393281,257392183,1
257394870,257392183,1
9136093,257392183,1
257395185,257392183,1
257393010,257392183,1
257394251,257392184,1
34848896,257392184,1
257393666,257392185,1
257394909,257392185,1
257391853,257392185,1
257394635,257392185,1
257392837,257392186,1
257393621,257392186,1
257394140,257392186,1
51706858,257392186,1
257394901,257392186,1
257394334,257392187,1
257394918,257392187,1
257391879,257392187,1
16923867,257392187,1
257395196,257392187,1
257393791,257392187,1
257394521,257392187,1
144519414,257392188,1
257392823,257392188,1
257394589,257392188,1
257392700,257392188,1
257392700,257392188,1
257393199,257392188,1
257394438,257392188,1
257393977,257392189,1
257392683,257392189,1
257392485,257392189,1
257392588,257392189,1
257394915,257392189,1
24716241,257392189,1
257394730,257392189,1
257394302,257392189,1
257393690,257392189,1
14479664,257392189,1
257391798,257392190,1
257393933,257392190,1
257394715,257392190,1
257393134,257392190,1
257394816,257392190,1
257394407,257392190,1
257394771,257392190,1
257394435,257392190,1
257393214,257392190,1
257394183,257392191,1
3259833,257392191,1
9255575,257392191,1
257393256,257392191,1
257391990,257392191,1
16923867,257392191,1
57202,257392191,1
257393720,257392191,1
257394385,257392191,1
257394351,257392191,1
257394729,257392192,1
257394549,257392192,1
257393205,257392192,1
257393071,257392192,1
257394189,257392192,1
257392764,257392192,1
257392768,257392192,1
257394350,257392192,1
257394718,257392192,1
257392140,257392193,1
5588860,257392193,1
257393619,257392193,1
257392664,257392193,1
257393929,257392193,1
257392776,257392193,1
257394272,257392193,1
257395032,257392193,1
21253154,257392193,1
257393778,257392194,1
257392704,257392194,1
257393289,257392194,1
27998798,257392194,1
222089394,257392195,1
257394268,257392195,1
257392743,257392195,1
233411911,257392195,1
238208066,257392195,1
257391826,257392195,1
257393601,257392195,1
257392124,257392195,1
257394936,257392195,1
257395011,257392196,1
257395096,257392196,1
12397688,257392196,1
257392166,257392196,1
155103173,257392196,1
257392332,257392196,1
257392233,257392196,1
257392880,257392196,1
257393669,257392196,1
257394537,257392197,1
257392344,257392197,1
257395255,257392197,1
257392983,257392197,1
257393572,257392197,1
11776200,257392197,1
257394764,257392197,1
257392634,257392198,1
257393546,257392198,1
257393395,257392198,1
257394876,257392198,1
257394413,257392198,1
257392872,257392198,1
257392431,257392199,1
257395053,257392199,1
169295072,257392200,1
257392058,257392200,1
257392923,257392200,1
257393290,257392200,1
257392989,257392200,1
257394002,257392200,1
257394183,257392200,1
257394401,257392200,1
257393342,257392200,1
257391952,257392201,1
257395327,257392202,1
257394537,257392202,1
257394397,257392203,1
257392801,257392203,1
257391902,257392203,1
40916087,257392203,1
44638507,257392203,1
257394908,257392203,1
257395043,257392203,1
257394230,257392203,1
162396957,257392204,1
257395201,257392204,1
7606117,257392204,1
257392444,257392204,1
257393087,257392204,1
257395084,257392204,1
257394194,257392204,1
257394753,257392204,1
257393222,257392204,1
159359677,257392205,1
257395004,257392205,1
257393014,257392205,1
257393253,257392205,1
257394353,257392205,1
257394970,257392205,1
257392862,257392205,1
257394344,257392205,1
257394296,257392205,1
257395068,257392206,1
257393749,257392206,1
257394980,257392207,1
257393683,257392207,1
257394832,257392207,1
257394831,257392207,1
257394216,257392207,1
257394871,257392207,1
257393511,257392207,1
257391857,257392207,1
257392235,257392208,1
257393778,257392208,1
257392364,257392208,1
18636956,257392208,1
33280108,257392208,1
257393010,257392208,1
28833436,257392208,1
33978441,257392208,1
257394516,257392209,1
257392408,257392209,1
33978441,257392209,1
257393062,257392209,1
257393570,257392210,1
257395279,257392210,1
257391842,257392210,1
257393805,257392210,1
257392204,257392210,1
190907345,257392210,1
140560471,257392211,1
257393027,257392211,1
4202272,257392211,1
128487683,257392212,1
4733413,257392212,1
257393027,257392212,1
257394711,257392212,1
257393004,257392212,1
257393004,257392213,1
257392027,257392213,1
257394711,257392213,1
257393027,257392213,1
4202272,257392213,1
257394335,257392214,1
257393893,257392214,1
17103224,257392215,1
257392125,257392215,1
257393312,257392215,1
257393176,257392215,1
257393741,257392215,1
257394264,257392215,1
257392365,257392215,1
257393405,257392216,1
233411911,257392216,1
257391875,257392216,1
257392010,257392216,1
257393296,257392216,1
257394878,257392216,1
257394007,257392216,1
257392439,257392216,1
257392268,257392216,1
257392620,257392217,1
257394067,257392217,1
257393686,257392217,1
257393930,257392217,1
257394524,257392217,1
232481864,257392218,1
36413452,257392218,1
257393879,257392218,1
257392665,257392218,1
257392547,257392218,1
257392702,257392218,1
257393414,257392218,1
257394061,257392219,1
257395309,257392219,1
257395008,257392219,1
257392594,257392219,1
257391973,257392219,1
257395228,257392219,1
257394188,257392220,1
257394730,257392220,1
257394700,257392220,1
257394563,257392220,1
257394532,257392220,1
15962009,257392220,1
257392108,257392220,1
257394695,257392220,1
257392543,257392221,1
257394956,257392221,1
257392957,257392221,1
257394728,257392222,1
257391992,257392222,1
257393187,257392223,1
257394804,257392223,1
257392772,257392223,1
257394076,257392223,1
257392675,257392223,1
257394014,257392223,1
257394255,257392223,1
257392578,257392223,1
257393977,257392223,1
257392753,257392223,1
46393313,257392224,1
257393269,257392224,1
257392774,257392224,1
257395328,257392225,1
11162827,257392225,1
257391846,257392225,1
257394425,257392226,1
257393077,257392226,1
257391854,257392227,1
257393706,257392227,1
29685222,257392227,1
257391987,257392227,1
12381009,257392228,1
34709563,257392228,1
257392674,257392228,1
29482050,257392228,1
257393555,257392228,1
257394993,257392228,1
257394183,257392228,1
257394184,257392229,1
257391839,257392229,1
257393511,257392229,1
39405744,257392229,1
257395020,257392229,1
257394714,257392229,1
257393212,257392229,1
257392828,257392229,1
257394586,257392229,1
257393076,257392230,1
257394985,257392230,1
25428147,257392230,1
257393165,257392231,1
257394715,257392231,1
257392968,257392231,1
257393159,257392231,1
43804678,257392231,1
257393557,257392231,1
257392690,257392231,1
257395196,257392232,1
257393202,257392232,1
41283643,257392232,1
257394471,257392232,1
257393282,257392232,1
257392703,257392233,1
257391878,257392234,1
27338751,257392234,1
257395015,257392234,1
257392213,257392234,1
257394908,257392234,1
257393575,257392234,1
257392531,257392235,1
257393651,257392235,1
257394014,257392235,1
257394351,257392235,1
257392769,257392235,1
257393079,257392235,1
257393651,257392235,1
257395138,257392235,1
257395070,257392236,1
257395138,257392236,1
237434595,257392237,1
206120044,257392237,1
257392611,257392237,1
257394452,257392237,1
245518847,257392237,1
149685384,257392237,1
257392293,257392237,1
257391894,257392237,1
45538643,257392238,1
231304001,257392238,1
235078040,257392238,1
257394035,257392238,1
257394291,257392238,1
257395323,257392238,1
257392303,257392239,1
257392334,257392239,1
257395221,257392240,1
2033905,257392240,1
257393566,257392240,1
257393508,257392240,1
257393697,257392240,1
257394147,257392240,1
257393225,257392241,1
257392087,257392241,1
257393384,257392241,1
257394058,257392241,1
257392475,257392241,1
22209208,257392242,1
226254927,257392242,1
9461746,257392242,1
257393729,257392243,1
257394865,257392243,1
257395143,257392243,1
257393112,257392243,1
257395082,257392244,1
257394138,257392244,1
12156798,257392244,1
257394217,257392244,1
257394889,257392244,1
257394908,257392244,1
257394396,257392244,1
257394505,257392244,1
257394970,257392244,1
257395176,257392245,1
257394657,257392245,1
257392083,257392245,1
257391926,257392245,1
257391953,257392245,1
44021710,257392245,1
257395140,257392246,1
10241326,257392246,1
257394479,257392246,1
257393399,257392246,1
257393799,257392246,1
257393645,257392246,1
257393382,257392246,1
257392267,257392246,1
257393378,257392246,1
257394007,257392247,1
257393290,257392248,1
257392276,257392248,1
30198692,257392248,1
257395169,257392248,1
54130071,257392249,1
257393204,257392249,1
257392145,257392249,1
257394823,257392249,1
18199564,257392249,1
257394327,257392249,1
257393626,257392250,1
257392636,257392250,1
257392784,257392251,1
257393761,257392251,1
257393916,257392252,1
24716241,257392252,1
257392085,257392253,1
257393629,257392253,1
22947616,257392253,1
257394698,257392253,1
257394832,257392253,1
118090602,257392254,1
257392411,257392254,1
257395145,257392254,1
257393925,257392254,1
257391849,257392254,1
257393235,257392255,1
257392267,257392255,1
257393412,257392255,1
257392607,257392255,1
257392161,257392256,1
257394178,257392256,1
257392149,257392257,1
56149730,257392257,1
257395292,257392257,1
257395004,257392257,1
257394691,257392257,1
257392857,257392257,1
257394980,257392257,1
257393120,257392258,1
257392688,257392258,1
257393293,257392258,1
22613333,257392258,1
257391887,257392258,1
257394158,257392258,1
257392025,257392259,1
257392036,257392259,1
257393120,257392259,1
257395193,257392259,1
15230445,257392259,1
257393194,257392259,1
257394374,257392259,1
155103173,257392260,1
257392912,257392260,1
257393653,257392260,1
257392614,257392260,1
257392634,257392260,1
257395141,257392260,1
43804678,257392260,1
257395205,257392260,1
257391811,257392261,1
8909945,257392261,1
257392463,257392261,1
257394513,257392261,1
257395194,257392262,1
257393241,257392262,1
9255575,257392262,1
257394659,257392262,1
38444411,257392262,1
33653439,257392263,1
257395139,257392263,1
257395138,257392263,1
257392682,257392263,1
257392872,257392263,1
257393839,257392263,1
257395080,257392263,1
257393364,257392263,1
257394571,257392263,1
41273089,257392263,1
257391992,257392264,1
257394282,257392264,1
257395139,257392264,1
25267949,257392265,1
257394110,257392265,1
257393206,257392265,1
2820054,257392265,1
257392592,257392265,1
257394434,257392265,1
257392409,257392265,1
257395298,257392266,1
257392536,257392266,1
257391825,257392266,1
257392831,257392266,1
257391971,257392266,1
128755887,257392266,1
257394385,257392266,1
257393071,257392266,1
257393820,257392267,1
257392079,257392267,1
257394992,257392267,1
257392027,257392267,1
257393293,257392267,1
257391931,257392267,1
257394458,257392268,1
257394424,257392268,1
38928357,257392268,1
